date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:00	220/220	U--MCZ	200	updated ('OK')	application/javascript	date:Mon,%2017%20Aug%202020%2007:25:28%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/login/login.js	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/login/login.js	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:01	1150/1150	U-----	200	untouched ('')	image/x-icon	etag:W/%221150-1597561250179%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/product/reseller/images/favicon_reseller.ico	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/product/reseller/images/favicon_reseller.ico	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:01	674/674	U--MC-	200	updated ('OK')	text/javascript	date:Mon,%2017%20Aug%202020%2007:26:02%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/Home%20PC/Desktop/serviceVm/www.google.com/recaptcha/api.js	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:01	3075/3075	U--MCZ	200	updated ('OK')	text/css	date:Mon,%2017%20Aug%202020%2007:26:02%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/_dm/s/rt/css/font-icons/wl-fonts/nee.dmfonts.css	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/_dm/s/rt/css/font-icons/wl-fonts/nee.dmfonts.css	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:10	50455/50455	U--MC-	200	updated ('OK')	application/javascript	date:Mon,%2017%20Aug%202020%2007:26:04%20GMT	https://apis.google.com/js/platform.js	C:/Users/Home%20PC/Desktop/serviceVm/apis.google.com/js/platform.js	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:10	35110/35110	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2017%20Aug%202020%2007:26:09%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/login/askresetpwd?lang=en	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/login/askresetpwd9ed2.html	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:11	1738/1738	U-----	200	untouched ('')	image/gif	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/animated-overlay.gif	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/animated-overlay.gif	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:12	56/56	U--MCZ	200	updated ('OK')	text/css	date:Mon,%2017%20Aug%202020%2007:26:03%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/dm.fbconnect.css	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/dm.fbconnect.css	(from https://anushreeingale7.responsivewebsitebuilder.io/login)
12:56:14	178/178	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_flat_75_ffffff_40x100.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_flat_75_ffffff_40x100.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:14	101/101	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:16	110/110	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:17	111/111	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_75_dadada_1x400.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_75_dadada_1x400.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:18	105/105	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_65_ffffff_1x400.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_65_ffffff_1x400.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:20	1023/1023	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202020%2007:26:21%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/PIE.htc	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/PIE.26.delayed	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:56:21	120/120	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:21	119/119	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:23	4369/4369	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_222222_256x240.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_222222_256x240.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:24	4369/4369	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_888888_256x240.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_888888_256x240.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:25	4369/4369	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_2e83ff_256x240.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_2e83ff_256x240.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:25	4369/4369	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_454545_256x240.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_454545_256x240.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:26	4369/4369	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_cd0a0a_256x240.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-icons_cd0a0a_256x240.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:30	180/180	U-----	200	untouched ('')	image/png	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/Users/Home%20PC/Desktop/serviceVm/ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.1/themes/base/jquery-ui.css)
12:56:31	1020/1020	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202020%2007:26:32%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/selector-arrow.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/selector-arrow.36.delayed	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:23	12179/12179	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2212179-1597561250147%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.eot	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.eot	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:25	12179/12179	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2212179-1597561250147%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.eot?	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfontd41d.eot	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:26	14552/14552	U-----	200	untouched ('')	application/x-font-woff	etag:W/%2214552-1597561250147%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.woff	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.woff	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:27	24616/24616	U-----	200	untouched ('')	application/x-font-ttf	etag:W/%2224616-1597561250147%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.ttf	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.ttf	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:28	31258/31258	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%2231258-1597561250147%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.svg	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/fonts/nevis-webfont.svg	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:29	1020/1020	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202020%2007:28:30%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/notice-info.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/notice-info.37.delayed	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:30	291/291	U-----	200	untouched ('')	image/png	etag:W/%22291-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/bg_main.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/bg_main.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:31	210/210	U-----	200	untouched ('')	image/png	etag:W/%22210-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/menu-item-tip.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/menu-item-tip.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:32	43/43	U-----	200	untouched ('')	image/gif	etag:W/%2243-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/spacer.gif	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/spacer.gif	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
12:58:36	1020/1020	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202020%2007:28:37%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/notice-alert.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/system/notice-alert.38.delayed	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:35	78/78	U-----	200	untouched ('')	image/png	etag:W/%2278-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/subitem.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/subitem.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:36	829/829	U-----	200	untouched ('')	image/png	etag:W/%22829-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/menuitem.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/menuitem.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:37	83/83	U-----	200	untouched ('')	image/png	etag:W/%2283-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_h.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_h.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:37	79/79	U-----	200	untouched ('')	image/png	etag:W/%2279-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_s.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_s.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:37	83/83	U-----	200	untouched ('')	image/png	etag:W/%2283-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_v.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/sheet_v.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:38	1020/1020	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202020%2007:30:38%20GMT	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/notice-note.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/notice-note.39.delayed	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:38	265/265	U-----	200	untouched ('')	image/png	etag:W/%22265-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/vmenuitem.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/vmenuitem.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:39	1440/1440	U-----	200	untouched ('')	image/gif	etag:W/%221440-1597561249595%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/vsubitem.gif	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/vsubitem.gif	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:39	884/884	U-----	200	untouched ('')	image/png	etag:W/%22884-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_s.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_s.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:40	132/132	U-----	200	untouched ('')	image/png	etag:W/%22132-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_h.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_h.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:40	86/86	U-----	200	untouched ('')	image/png	etag:W/%2286-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/blockcontentbullets.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/blockcontentbullets.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:00:40	126/126	U-----	200	untouched ('')	image/png	etag:W/%22126-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_v.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/block_v.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:02:33	1666/1666	U-----	200	untouched ('')	image/png	etag:W/%221666-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/button.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/button.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:02:34	1120/1120	U-----	200	untouched ('')	image/png	etag:W/%221120-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/livemarks.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/livemarks.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:02:35	83/83	U-----	200	untouched ('')	image/png	etag:W/%2283-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_left.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_left.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:02:35	84/84	U-----	200	untouched ('')	image/png	etag:W/%2284-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_right.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_right.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:04:28	150/150	U-----	200	untouched ('')	image/png	etag:W/%22150-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom_left.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom_left.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:04:29	83/83	U-----	200	untouched ('')	image/png	etag:W/%2283-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:04:30	162/162	U-----	200	untouched ('')	image/png	etag:W/%22162-1597561249591%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom_right.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/template/signout_popup_bottom_right.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
13:04:31	379/379	U-----	200	untouched ('')	image/png	etag:W/%22379-1597561249587%22	https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/V.png	C:/Users/Home%20PC/Desktop/serviceVm/anushreeingale7.responsivewebsitebuilder.io/editor/direct/images/V.png	(from https://anushreeingale7.responsivewebsitebuilder.io/editor/direct/css/template.css)
